superstar,stock,client,market,type,action type,Date,avg,count,change
United India Insurance Company Limited,Shah Alloys Ltd.,UNITED INDIA INSURANCE CO. LTD.,NSE,Bulk,Sell,1/19/2018,18.5,130929,0.0066
United India Insurance Company Limited,Shah Alloys Ltd.,UNITED INDIA INSURANCE CO. LTD.,NSE,Bulk,Sell,1/18/2018,18.25,100000,0.0051
United India Insurance Company Limited,Shah Alloys Ltd.,UNITED INDIA INSURANCE CO. TLD,NSE,Bulk,Sell,1/17/2018,18,100000,0.0051
United India Insurance Company Limited,Shah Alloys Ltd.,UNITED INDIA INSURANCE CO. LTD.,NSE,Bulk,Sell,1/12/2018,18.03,100000,0.0051
United India Insurance Company Limited,Shah Alloys Ltd.,UNITED INDIA INSURANCE CO. LTD.,NSE,Bulk,Sell,1/8/2018,22.12,100000,0.0051
United India Insurance Company Limited,Maan Aluminium Ltd.,UNITED INDIA INSURANCE CO. LTD.,NSE,Bulk,Sell,11/21/2017,132.9,45291,0.0008
United India Insurance Company Limited,Maan Aluminium Ltd.,UNITED INDIA INSURANCE CO. LTD.,NSE,Bulk,Sell,11/9/2017,133.44,43629,0.0008
United India Insurance Company Limited,Kovilpatti Lakshmi Roller Flour Mills Ltd.,UNITED INDIA INSURANCE CO. LTD.,BSE,Bulk,Sell,11/1/2017,124.87,40000,0.0044
Valiant Mauritius Partners Offshore Limited,"JM Financial Ltd.

Insider Trades",VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,BSE,Bulk,Sell,9/6/2023,91.02,7647573,0.008
Valiant Mauritius Partners Offshore Limited,Spandana Sphoorty Financial Ltd.,VALIANT MAURITIUS PARTNERS FDI LTD,BSE,Bulk,Sell,8/30/2023,765,1607000,0.0226
Valiant Mauritius Partners Offshore Limited,Spandana Sphoorty Financial Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,BSE,Bulk,Sell,8/30/2023,765.38,880500,0.0124
Valiant Mauritius Partners Offshore Limited,Spandana Sphoorty Financial Ltd.,VALIANT MAURITIUS PARTNERS LIMITED,BSE,Bulk,Sell,8/30/2023,765.01,460500,0.0065
Valiant Mauritius Partners Offshore Limited,Restaurant Brands Asia Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LTD,NSE,Bulk,Purchase,12/14/2020,130.28,2500000,0.005
Valiant Mauritius Partners Offshore Limited,Reliance Naval and Engineering Ltd.,VALIANT MAURITIUS PARTNERS FDI LTD,BSE,Bulk,Sell,10/22/2020,1.67,9127583,0.0124
Valiant Mauritius Partners Offshore Limited,Reliance Naval and Engineering Ltd.,VALIANT MAURITIUS PARTNERS FDI LTD,BSE,Bulk,Sell,10/21/2020,1.76,5176072,0.007
Valiant Mauritius Partners Offshore Limited,Jai Corp Ltd.,STANDARD CHARTERED BANK (MAURITIUS) LIMITED A/C VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,NSE,Bulk,Purchase,2/27/2020,94.1,7056780,0.0395
Valiant Mauritius Partners Offshore Limited,Jai Corp Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,NSE,Block,Purchase,2/27/2020,94.1,4514280,0.0253
Valiant Mauritius Partners Offshore Limited,Jai Corp Ltd.,VALIANT MAURITIUS PARTNERS LIMITED,NSE,Block,Purchase,2/27/2020,94.1,2542500,0.0142
Valiant Mauritius Partners Offshore Limited,Titan Company Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,NSE,Block,Purchase,2/27/2020,1255.1,663500,0.0007
Valiant Mauritius Partners Offshore Limited,Titan Company Ltd.,VALIANT MAURITIUS PARTNERS LIMITED,NSE,Block,Purchase,2/27/2020,1255.1,336500,0.0004
Valiant Mauritius Partners Offshore Limited,"HDFC Asset Management Company Ltd.

10-year high Insider Trades",VALIANT MAURITIUS PARTNERS LIMITED,BSE,Block,Purchase,10/18/2019,2690,285000,0.0013
Valiant Mauritius Partners Offshore Limited,Hexa Tradex Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,NSE,Bulk,Sell,9/27/2019,4.6,314997,0.0057
Valiant Mauritius Partners Offshore Limited,Hexa Tradex Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,NSE,Bulk,Sell,9/26/2019,4.8,434284,0.0079
Valiant Mauritius Partners Offshore Limited,Hexa Tradex Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,NSE,Bulk,Sell,9/23/2019,5.55,597898,0.0108
Valiant Mauritius Partners Offshore Limited,Hexa Tradex Ltd.,VALIANT MAURITIUS PARTNERS LIMITED,NSE,Bulk,Sell,9/23/2019,5.55,340955,0.0062
Valiant Mauritius Partners Offshore Limited,Dhani Services Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,NSE,Bulk,Purchase,2/21/2018,255,2988000,0.0049
Valiant Mauritius Partners Offshore Limited,"Divi's Laboratories Ltd.

Insider Trades",VALIANT MAURITIUS PARTNERS LIMITED,NSE,Block,Purchase,3/29/2017,635,1129113,0.0043
Valiant Mauritius Partners Offshore Limited,Avenue Supermarts Ltd.,VALIANT MAURITIUS PARTNERS LIMITED,NSE,Block,Purchase,3/29/2017,630,157519,0.0002
Valiant Mauritius Partners Offshore Limited,Avenue Supermarts Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,BSE,Block,Purchase,3/29/2017,628,49009,0.0001
Valiant Mauritius Partners Offshore Limited,Avenue Supermarts Ltd.,VALIANT MAURITIUS PARTNERS LIMITED,BSE,Block,Purchase,3/29/2017,628,36800,0.0001
Valiant Mauritius Partners Offshore Limited,Jai Corp Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,BSE,Bulk,Sell,12/29/2016,67.25,4155840,0.0233
Valiant Mauritius Partners Offshore Limited,Jai Corp Ltd.,VALIANT MAURITIUS PARTNERS LIMITED,BSE,Bulk,Sell,12/29/2016,67.25,3400233,0.0191
Valiant Mauritius Partners Offshore Limited,Jai Corp Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,BSE,Block,Sell,12/29/2016,67.25,4155840,0.0233
Valiant Mauritius Partners Offshore Limited,Jai Corp Ltd.,VALIANT MAURITIUS PARTNERS LIMITED,BSE,Block,Sell,12/29/2016,67.25,3400233,0.0191
Valiant Mauritius Partners Offshore Limited,Mahindra & Mahindra Financial Services Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,NSE,Bulk,Purchase,12/29/2016,272.81,3623800,0.0029
Valiant Mauritius Partners Offshore Limited,Mahindra & Mahindra Financial Services Ltd.,VALIANT MAURITIUS PARTNERS LIMITED,NSE,Bulk,Purchase,12/29/2016,272.81,2876200,0.0023
Valiant Mauritius Partners Offshore Limited,Reliance Naval and Engineering Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,BSE,Bulk,Sell,12/28/2016,54.15,6878223,0.0093
Valiant Mauritius Partners Offshore Limited,Reliance Naval and Engineering Ltd.,VALIANT MAURITIUS PARTNERS LIMITED,BSE,Bulk,Sell,12/28/2016,54.15,5444640,0.0074
Valiant Mauritius Partners Offshore Limited,Reliance Naval and Engineering Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,BSE,Block,Sell,12/28/2016,54.15,6878223,0.0093
Valiant Mauritius Partners Offshore Limited,Reliance Naval and Engineering Ltd.,VALIANT MAURITIUS PARTNERS LIMITED,BSE,Block,Sell,12/28/2016,54.15,5444640,0.0074
Valiant Mauritius Partners Offshore Limited,Shriram Finance Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,BSE,Block,Purchase,12/28/2016,807.5,214971,0.0006
Valiant Mauritius Partners Offshore Limited,Shriram Finance Ltd.,VALIANT MAURITIUS PARTNERS LIMITED,BSE,Block,Purchase,12/28/2016,807.5,169600,0.0005
Valiant Mauritius Partners Offshore Limited,Reliance Naval and Engineering Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,BSE,Bulk,Sell,12/23/2016,53.25,6882172,0.0093
Valiant Mauritius Partners Offshore Limited,Reliance Naval and Engineering Ltd.,VALIANT MAURITIUS PARTNERS LIMITED,BSE,Bulk,Sell,12/23/2016,53.25,5440691,0.0074
Valiant Mauritius Partners Offshore Limited,Reliance Naval and Engineering Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,BSE,Block,Sell,12/23/2016,53.25,6882172,0.0093
Valiant Mauritius Partners Offshore Limited,Reliance Naval and Engineering Ltd.,VALIANT MAURITIUS PARTNERS LIMITED,BSE,Block,Sell,12/23/2016,53.25,5440691,0.0074
Valiant Mauritius Partners Offshore Limited,Shriram Finance Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,BSE,Bulk,Purchase,12/22/2016,813,1400300,0.0037
Valiant Mauritius Partners Offshore Limited,Shriram Finance Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,BSE,Block,Purchase,12/22/2016,813,1400300,0.0037
Valiant Mauritius Partners Offshore Limited,Shriram Finance Ltd.,VALIANT MAURITIUS PARTNERS LIMITED,BSE,Block,Purchase,12/22/2016,813,1099700,0.0029
Valiant Mauritius Partners Offshore Limited,Titan Company Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,BSE,Bulk,Sell,12/22/2016,317,6320937,0.0071
Valiant Mauritius Partners Offshore Limited,Titan Company Ltd.,VALIANT MAURITIUS PARTNERS LIMITED,BSE,Bulk,Sell,12/22/2016,317,5010379,0.0056
Valiant Mauritius Partners Offshore Limited,Titan Company Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,BSE,Block,Sell,12/22/2016,317,6320937,0.0071
Valiant Mauritius Partners Offshore Limited,Titan Company Ltd.,VALIANT MAURITIUS PARTNERS LIMITED,BSE,Block,Sell,12/22/2016,317,5010379,0.0056
Valiant Mauritius Partners Offshore Limited,Hexa Tradex Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LIMITED,NSE,Bulk,Purchase,11/8/2016,17.85,516400,0.0093
Valiant Mauritius Partners Offshore Limited,Hexa Tradex Ltd.,VALIANT MAURITIUS PARTNERS LIMITED,NSE,Bulk,Purchase,11/8/2016,17.85,369600,0.0067
Valiant Mauritius Partners Offshore Limited,Jindal Saw Ltd.,VALIANT MAURITIUS PARTNERS LTD,NSE,Bulk,Sell,11/11/2014,80.54,3816000,0.0119
Valiant Mauritius Partners Offshore Limited,Jindal Saw Ltd.,VALIANT MAURITIUS PARTNERS OFFSHORE LTD,NSE,Bulk,Sell,11/11/2014,80.54,3384000,0.0106
Valiant Mauritius Partners Offshore Limited,Jindal Saw Ltd.,VALIANT MAURITIUS PARTNERS LTD,BSE,Bulk,Sell,11/11/2014,80.48,2014000,0.0063
National Insurance Company Ltd,Bharti Airtel Ltd.,AMERICAN FUNDS INSURANCE SERIES A/C INTERNATIONAL FUND,BSE,Block,Purchase,6/30/2023,868,990593,0.0002
National Insurance Company Ltd,Shriram Finance Ltd.,NATIONAL PENSION INSURANCE FUNDGLOBAL MULTIASSETFIL LIMITEDEXL75,NSE,Block,Purchase,6/21/2023,1545,266,0
National Insurance Company Ltd,Tanla Platforms Ltd.,AMERICAN FUNDS INSURANCE SERIES A/C INTERNATIONAL FUND,BSE,Bulk,Purchase,11/17/2020,391.3,8600000,0.064
National Insurance Company Ltd,Tanla Platforms Ltd.,AMERICAN FUNDS INSURANCE SERIES A/C INTERNATIONAL FUND,BSE,Block,Purchase,11/17/2020,391.3,8600000,0.064
National Insurance Company Ltd,Kotak Mahindra Bank Ltd.,AMERICAN FUNDS INSURANCE SERIES A/C INTERNATIONAL FUND,BSE,Block,Purchase,6/2/2020,1240,945001,0.0005
National Insurance Company Ltd,Mayur Uniquoters Ltd.,AMERICAN FUNDS INSURANCE SERIES A/C INTERNATIONAL FUND,NSE,Bulk,Sell,1/3/2020,200.61,1600000,0.0364
National Insurance Company Ltd,Housing Development Finance Corporation Ltd.,AMERICAN FUNDS INSURANCE SERIES A/C INTERNATIONAL FUND,NSE,Block,Sell,9/23/2019,2045,2529183,0.0014
National Insurance Company Ltd,"Adani Ports & Special Economic Zone Ltd.

10-year high",AMERICAN FUNDS INSURANCE SERIES A/C INTERNATIONAL FUND,BSE,Block,Purchase,6/21/2018,369.65,5762947,0.0027
National Insurance Company Ltd,"Adani Ports & Special Economic Zone Ltd.

10-year high",AMERICAN FUNDS INSURANCE SERIES A/C INTERNATIONAL FUND,BSE,Block,Purchase,6/21/2018,369.65,5762947,0.0027
National Insurance Company Ltd,Kesar Enterprises Ltd.,NATIONAL INSURANCE CO. LTD.,NSE,Bulk,Sell,6/14/2016,62.02,93000,0.0092
National Insurance Company Ltd,Kesar Terminals & Infrastructure Ltd.,THE NATIONAL INSURANCE CO. LTD.,NSE,Bulk,Sell,7/2/2014,135.03,28475,0.0026
National Insurance Company Ltd,"Stewarts & Lloyds of India Ltd.

10-year low",NATIONAL INSURANCE CO LTD,BSE,Bulk,Sell,2/10/2014,20.01,35243,0.0117
National Insurance Company Ltd,Xpro India Ltd.,NATIONAL INSURANCE COMPANY LTD,NSE,Bulk,Sell,12/6/2010,58.11,76578,0.0037
Indian Bank,Sturdy Industries Ltd.,INDIAN BANK,BSE,Bulk,Sell,12/27/2023,0.49,5400000,0.0357
Indian Bank,Sturdy Industries Ltd.,INDIAN BANK,BSE,Bulk,Sell,12/26/2023,0.49,3003347,0.0199
Indian Bank,Sturdy Industries Ltd.,INDIAN BANK,BSE,Bulk,Sell,12/22/2023,0.5,1000000,0.0066
Indian Bank,Sturdy Industries Ltd.,INDIAN BANK,BSE,Bulk,Sell,12/13/2023,0.67,1100000,0.0073
Indian Bank,Home First Finance Company India Ltd.,THE NOMURA TRUST AND BANKING CO. LTD AS THE TRUSTEE OF NOMURA INDIAN STOCK MOTHER FUND,NSE,Bulk,Purchase,3/9/2023,685,700000,0.0079
Indian Bank,"Kirloskar Oil Engines Ltd.

10-year high",THE NOMURA TRUST AND BANKING CO. LTD AS THE TRUSTEE OF NOMURA INDIAN STOCK MOTHER FUND,NSE,Bulk,Purchase,3/8/2023,322,1583851,0.0109
Indian Bank,"Kirloskar Oil Engines Ltd.

10-year high",THE NOMURA TRUST AND BANKING CO. LTD AS THE TRUSTEE OF NOMURA INDIAN STOCK MOTHER FUND,NSE,Block,Purchase,3/8/2023,322,1583851,0.0109
Indian Bank,Triveni Turbine Ltd.,THE NOMURA TRUST AND BANKING CO. LTD AS THE TRUSTEE OF NOMURA INDIAN STOCK MOTHER FUND,NSE,Bulk,Purchase,9/21/2022,226.7,3199351,0.0101
Indian Bank,Triveni Turbine Ltd.,THE NOMURA TRUST AND BANKING CO. LTD AS THE TRUSTEE OF NOMURA INDIAN STOCK MOTHER FUND,NSE,Block,Purchase,9/21/2022,226.7,3199351,0.0101
Indian Bank,Sturdy Industries Ltd.,INDIAN BANK,BSE,Bulk,Sell,8/19/2022,2.2,4429374,0.0293
Indian Bank,Zicom Electronic Security Systems Ltd.,INDIAN BANK,BSE,Bulk,Sell,12/13/2021,1.77,500000,0.0121
Indian Bank,Affle (India) Ltd.,THE NOMURA TRUST AND BANKING CO. LTD AS THE TRUSTEE OF NOMURA INDIAN STOCK MOTHER FUND,NSE,Bulk,Purchase,12/18/2020,3755,251420,0.0018
Indian Bank,Zee Entertainment Enterprises Ltd.,THE MASTER TRUST BANK OF JAPAN LIMITED A/C HSBC INDIAN EQUITY MOTHER FUND,NSE,Block,Purchase,11/21/2019,304,1592987,0.0017
Indian Bank,"Panyam Cements & Mineral Industries Ltd.

10-year high",INDIAN OVERSEAS BANK,BSE,Bulk,Sell,2/6/2017,63.57,93738,0.0117
Indian Bank,"Panyam Cements & Mineral Industries Ltd.

10-year high",INDIAN OVERSEAS BANK LTD,BSE,Bulk,Sell,1/11/2017,57.3,170000,0.0212
Indian Bank,Yaari Digital Integrated Services Ltd,THE MASTER TRUST BANK OF JAPAN LIMITED A/C. HSBC INDIAN EQUI,NSE,Bulk,Sell,9/16/2011,3.27,320000,0.0032
Indian Bank,Dewan Housing Finance Corporation Ltd.,THE MASTER TRUST BANK OF JAPAN LTD A/C HSBC INDIAN EQUITY MO,NSE,Bulk,Sell,9/6/2011,231,1832115,0.0058
Indian Bank,Servalakshmi Paper Ltd.,INDIAN OVERSEAS BANK,NSE,Bulk,Sell,5/12/2011,29.6,350000,0.0081
Indian Bank,Atlas Cycles (Haryana) Ltd.,INDIAN OVERSEAS BANK,NSE,Bulk,Sell,2/2/2010,213.17,19264,0.003
Indian Bank,Atlas Cycles (Haryana) Ltd.,INDIAN OVERSEAS BANK,NSE,Bulk,Sell,1/28/2010,222.54,16760,0.0026
Acacia Conservation Fund Lp,NRB Bearings Ltd.,ACACIA CONSERVATION FUND LP,NSE,Bulk,Sell,9/6/2023,271.29,1263200,0.013
Acacia Conservation Fund Lp,"CIE Automotive India Ltd.

Board Meeting",ACACIA CONSERVATION FUND LP,BSE,Bulk,Sell,5/12/2022,195,4624500,0.0122
Acacia Conservation Fund Lp,Consolidated Finvest & Holdings Ltd.,ACACIA CONSERVATION FUND LP,NSE,Bulk,Sell,10/5/2021,147.93,223646,0.0069
Acacia Conservation Fund Lp,"KPIT Technologies Ltd.

Insider Trades",ACACIA CONSERVATION FUND LP,NSE,Bulk,Sell,9/17/2021,319.9,1739440,0.0063
Acacia Conservation Fund Lp,Esab India Ltd.,ACACIA CONSERVATION FUND LP,NSE,Bulk,Sell,9/14/2021,2235.28,361000,0.0235
Acacia Conservation Fund Lp,Consolidated Finvest & Holdings Ltd.,ACACIA CONSERVATION FUND LP,NSE,Bulk,Purchase,3/3/2021,43.55,260899,0.0081
Acacia Conservation Fund Lp,B L Kashyap & Sons Ltd.,ACACIA CONSERVATION FUND LP,NSE,Bulk,Sell,2/24/2021,15.04,1322000,0.0059
Acacia Conservation Fund Lp,BSE Ltd.,ACACIA CONSERVATION FUND LP (RUANNE CUNNIFF),NSE,Bulk,Purchase,9/14/2020,549,506999,0.0037
Acacia Conservation Fund Lp,BSE Ltd.,ACACIA CONSERVATION FUND LP (RUANNE CUNNIFF),NSE,Block,Purchase,9/14/2020,549,506999,0.0037
Acacia Conservation Fund Lp,3M India Ltd.,RUANE CUNNIFF & GOLDFARB INC A/C ACACIA CONSERVATION FUND,NSE,Bulk,Sell,6/16/2020,17100,61000,0.0054
Acacia Conservation Fund Lp,NRB Bearings Ltd.,ACACIA CONSERVATION FUND LP,NSE,Bulk,Purchase,8/21/2019,90,676000,0.007
Acacia Conservation Fund Lp,Schaeffler India Ltd.,ACACIA CONSERVATION FUND LP,BSE,Bulk,Sell,11/5/2015,3725,181106,0.0012
Acacia Conservation Fund Lp,"Ortel Communications Ltd.

52 week high",ACACIA CONSERVATION FUND LP,NSE,Bulk,Purchase,7/20/2015,190,295426,0.009
Acacia Conservation Fund Lp,"Birlasoft Ltd.

Insider Trades",ACACIA CONSERVATION FUND LP,NSE,Bulk,Purchase,6/26/2015,91.74,1138595,0.0041
Acacia Conservation Fund Lp,NRB Industrial Bearings Ltd.,ACACIA CONSERVATION FUND LP,BSE,Bulk,Sell,12/16/2014,30.4,150000,0.0062
Acacia Conservation Fund Lp,"South Indian Bank Ltd.

Board Meeting",Acacia Conservation Fund LP,BSE,Bulk,Purchase,11/5/2014,29,8475000,0.004
Acacia Conservation Fund Lp,Advanta Limited,ACACIA CONSERVATION FUND LP,NSE,Bulk,Sell,7/25/2012,475,169000,-%
Acacia Conservation Fund Lp,Advanta Limited,ACACIA CONSERVATION FUND LP,NSE,Block,Sell,7/25/2012,475,169000,-%
Acacia Conservation Fund Lp,Network18 Media & Investments Ltd.,RUANE CUNNIFF&amp;GOLDFARB INC SUBA/C. ACACIA CONSERVATION F LP,NSE,Bulk,Sell,3/21/2012,37.5,1029000,0.001
Acacia Conservation Fund Lp,Infomedia Press Ltd.,RUANE CUNNIFF&amp;GOLDFARB INC SUBA/C ACACIA CONSERVATION F LP,NSE,Bulk,Purchase,12/27/2011,9.85,1700000,0.0339
Acacia Conservation Fund Lp,Net 4 India Ltd.,ACACIA CONSERVATION FUND LP,NSE,Bulk,Purchase,2/2/2011,118.05,180000,-%
Goldman Sachs India Limited,Medi Assist Healthcare Services Ltd.,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,1/23/2024,468.65,1534472,0.0223
Eastspring Investments India Infrastructure Equity Open Limi,Embassy Office Parks REIT,EASTSPRING INVESTMENTS INDIA CONSUMER EQUITY OPEN LIMITED,BSE,Bulk,Purchase,12/20/2023,316,8199775,0.0087
Eastspring Investments India Infrastructure Equity Open Limi,Ethos Ltd.,EASTSPRING INVESTMENTS INDIA CONSUMER EQUITY OPEN LIMITED,NSE,Bulk,Purchase,12/6/2023,1872,125000,0.0051
Eastspring Investments India Infrastructure Equity Open Limi,"Inox Wind Ltd.

10-year high",EASTSPRING INVESTMENTS INDIA INFRASTRUCTURE EQUITY OPEN LIMITED,BSE,Block,Purchase,8/8/2023,208,481000,0.0015
Eastspring Investments India Infrastructure Equity Open Limi,Shriram Finance Ltd.,EASTSPRING INVESTMENTS INDIA CONSUMER EQUITY OPEN LIMITED,BSE,Block,Purchase,6/19/2023,1401,453561,0.0012
Eastspring Investments India Infrastructure Equity Open Limi,Shriram Finance Ltd.,EASTSPRING INVESTMENTS INDIA INFRASTRUCTURE EQUITY OPEN LIMITED,BSE,Block,Purchase,6/19/2023,1401,44864,0.0001
Eastspring Investments India Infrastructure Equity Open Limi,Shriram Finance Ltd.,EASTSPRING INVESTMENTS INDIA EQUITY FUND,BSE,Block,Purchase,6/19/2023,1401,36575,0.0001
Eastspring Investments India Infrastructure Equity Open Limi,Starlog Enterprises Ltd.,EASTSPRING INVESTMENTS INDIA INFRASTRUCTURE EQUITY OPEN LTD,BSE,Bulk,Sell,6/23/2021,11.43,317431,0.0265
Eastspring Investments India Infrastructure Equity Open Limi,Restaurant Brands Asia Ltd.,EASTSPRING INVESTMENTS INDIA CONSUMER EQUITY OPEN LIMITED,NSE,Bulk,Sell,1/11/2021,154.92,2755323,0.0056
Eastspring Investments India Infrastructure Equity Open Limi,Consolidated Construction Consortium Ltd.,EASTSPRING INVESTMENTS INDIA INFRASTRUCTURE EQUITY OPEN LIMITED,NSE,Bulk,Sell,8/11/2020,0.32,3187919,0.008
Eastspring Investments India Infrastructure Equity Open Limi,REC Ltd.,EASTSPRING INVESTMENTS - DEVELOPED AND EMERGING ASIA EQUITY FUND,BSE,Bulk,Sell,6/9/2020,102.25,13350472,0.0051
Eastspring Investments India Infrastructure Equity Open Limi,Zee Entertainment Enterprises Ltd.,EASTSPRING INVESTMENTS INDIA EQUITY FUND,NSE,Block,Purchase,11/21/2019,304,2300000,0.0024
Eastspring Investments India Infrastructure Equity Open Limi,"Apollo Hospitals Enterprise Ltd.

Dividend",EASTSPRING INVESTMENTS INDIA CONSUMER EQUITY OPEN LIMITED,NSE,Block,Purchase,9/12/2019,1482.5,37504,0.0003
Eastspring Investments India Infrastructure Equity Open Limi,WPIL Ltd.,EASTSPRING INVESTMENTS INDIA INFRASTRUCTURE EQUITY OPEN LIMITED,BSE,Bulk,Sell,7/6/2017,460.12,50847,0.0052
Eastspring Investments India Infrastructure Equity Open Limi,"Rain Industries Ltd.

52 week high High Gain High Volume",EASTSPRING INVESTMENTS INDIA INFRASTRUCTURE EQUITY OPEN LTD,NSE,Bulk,Sell,11/21/2014,49.98,1991502,0.0059
Eastspring Investments India Infrastructure Equity Open Limi,"Rain Industries Ltd.

52 week high High Gain High Volume",EASTSPRING INVESTMENTS INDIA INFRASTRUCTURE EQUITY OPEN LTD,NSE,Bulk,Purchase,5/6/2014,35,4500000,0.0134
Eastspring Investments India Infrastructure Equity Open Limi,"Shoppers Stop Ltd.

Insider Trades",EASTSPRING INVESTMENTS INDIA EQUITY OPEN LIMITED,NSE,Bulk,Sell,11/28/2013,321.25,758831,0.0069
Eastspring Investments India Infrastructure Equity Open Limi,"Kirloskar Pneumatic Company Ltd.

10-year high High Gain High Volume",EASTSPRING INVESTMENTS INDIA FUND,BSE,Bulk,Sell,1/15/2013,540,300000,0.0046
Matthews India Fund,Syngene International Ltd.,MATTHEWS INDIA FUND,BSE,Block,Purchase,2/1/2023,560,275022,0.0007
Matthews India Fund,Syngene International Ltd.,MATTHEWS ASIA FUNDS INDIA FUND,BSE,Block,Purchase,2/1/2023,560,10412,0
Matthews India Fund,Coforge Ltd.,MATTHEWS INTERNATIONAL FUNDS A/C MATTHEWS INDIA FUND,BSE,Bulk,Purchase,11/5/2018,1176.89,351304,0.0057
Matthews India Fund,eClerx Services Ltd.,MATTHEWS ASIA FUNDS INDIA FUND,BSE,Bulk,Purchase,2/16/2015,1270,583894,0.0119
Matthews India Fund,Shalimar Paints Ltd.,MATTHEWS INTERNATIONAL FUNDS A/C MATTHEWS INDIA FUND,NSE,Bulk,Purchase,9/23/2014,169.8,164134,0.002
Matthews India Fund,Emami Realty Ltd.,MATTHEWS INTERNATIONAL FUND A/C MATTHEWS INDIA FUND,NSE,Bulk,Sell,7/29/2010,101.88,212681,0.0056
Tree Line Asia Master Fund (Singapore) Pte Ltd,Just Dial Ltd.,TREE LINE ASIA MASTER FUND (SINGAPORE) PTE LIMITED,BSE,Bulk,Sell,7/19/2021,1025.06,901387,0.0106
Tree Line Asia Master Fund (Singapore) Pte Ltd,Just Dial Ltd.,TREE LINE ASIA MASTER FUND (SINGAPORE) PTE LIMITED,NSE,Bulk,Sell,7/19/2021,1041.15,885692,0.0104
Tree Line Asia Master Fund (Singapore) Pte Ltd,Indiabulls Real Estate Ltd.,TREE LINE ASIA MASTER FUND (SINGAPORE) PTE LIMITED,NSE,Bulk,Sell,8/5/2016,85.8,8500000,0.0157
Tree Line Asia Master Fund (Singapore) Pte Ltd,PVR INOX Ltd.,TREE LINE ASIA MASTER FUND (SINGAPORE) PTE LTD,BSE,Bulk,Sell,2/10/2015,680,910000,0.0093
Tree Line Asia Master Fund (Singapore) Pte Ltd,CLARIS LIFESCIENCES LTD.,TREE LINE ASIA MASTER FUND (SINGAPORE) PTE LIMITED,BSE,Bulk,Sell,1/7/2014,202.78,910000,-%
Tree Line Asia Master Fund (Singapore) Pte Ltd,PVR INOX Ltd.,TREE LINE ASIA MASTER FUND (SINGAPORE) PTE LTD,NSE,Bulk,Purchase,11/1/2013,587.25,256000,0.0026
Tree Line Asia Master Fund (Singapore) Pte Ltd,PVR INOX Ltd.,TREE LINE ASIA MASTER FUND (SINGAPORE) PTE LIMITED,BSE,Bulk,Purchase,11/1/2013,585.25,204000,0.0021
Tree Line Asia Master Fund (Singapore) Pte Ltd,"Arshiya Ltd.

Board Meeting",TREE LINE ASIA MASTER FUND SINGAPORE PTE LTD,NSE,Bulk,Sell,4/3/2013,17,1089257,0.0041
Tree Line Asia Master Fund (Singapore) Pte Ltd,"Arshiya Ltd.

Board Meeting",TREE LINE ASIA MASTER FUND (SINGAPORE) PTE LIMITED,BSE,Bulk,Sell,4/3/2013,17.77,504779,0.0019
Tree Line Asia Master Fund (Singapore) Pte Ltd,Va Tech Wabag Ltd.,TREE LINE ASIA MASTER FUND (SINGAPORE) PTE LIMITED,NSE,Bulk,Sell,8/24/2012,480.01,414800,0.0067
Tree Line Asia Master Fund (Singapore) Pte Ltd,Balrampur Chini Mills Ltd.,TREE LINE ASIA MASTER FUND SINGAPORE PTE LTD,NSE,Bulk,Purchase,8/10/2012,67.46,2500000,0.0124
Tree Line Asia Master Fund (Singapore) Pte Ltd,Balrampur Chini Mills Ltd.,TREE LINE ASIA MASTER FUND SINGAPORE PTE LTD,NSE,Bulk,Purchase,8/9/2012,64.86,2734000,0.0136
