superstar,stock,client,market,type,action type,Date,avg,count,change
Nomura Singapore Limited,Tourism Finance Corporation of India Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,43913,32.85,2644952,0.0293,
Nomura Singapore Limited,Eris Lifesciences Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,43784,410,950000,0.007,
Nomura Singapore Limited,Cerebra Integrated Technologies Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,43783,18.5,1699000,0.014,
Nomura Singapore Limited,Cerebra Integrated Technologies Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,43783,19,1054239,0.0087,
Nomura Singapore Limited,Lypsa Gems & Jewellery Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,43691,3.85,488663,0.0166,
Nomura Singapore Limited,Deep Energy Resources Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,43684,110.63,199734,0.0062,
Nomura Singapore Limited,SORIL Infra Resources Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,43684,95.38,192022,0.0061,
Nomura Singapore Limited,"Usha Martin Ltd.

Insider Trades",NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,43684,26.65,1652266,0.0054,
Nomura Singapore Limited,Ducon Infratechnologies Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,43615,16.5,600000,0.0023,
Nomura Singapore Limited,Vikas Lifecare Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,43607,4.13,11928292,0.0083,
Mirae Asset Emerging Bluechip Fund,Shriram Finance Ltd.,MIRAE ASSET MUTUAL FUND AC MIRAE ASSET EMERGING BLUECHIP FUND,NSE,Block,Purchase,45098,1545,53417,0.0001,
Hypnos Fund Limited,Swan Energy Ltd.,HYPNOS FUND LIMITED,NSE,Bulk,Sell,45287,500.58,3282958,0.0124,
Hypnos Fund Limited,Crest Ventures Ltd.,HYPNOS FUND LIMITED .,NSE,Bulk,Sell,45251,301.5,1285000,0.0452,
Hypnos Fund Limited,Crest Ventures Ltd.,HYPNOS FUND LIMITED .,NSE,Block,Sell,45251,301.5,1285000,0.0452,
Hypnos Fund Limited,"Jindal Stainless Ltd.

Insider Trades",HYPNOS FUND LIMITED,NSE,Block,Sell,45251,529.6,750000,0.0009,
Hypnos Fund Limited,"Jindal Stainless Ltd.

Insider Trades",HYPNOS FUND LIMITED,NSE,Block,Sell,45247,477.25,1750000,0.0021,
Hypnos Fund Limited,The Investment Trust of India Ltd.,HYPNOS FUND LIMITED,NSE,Bulk,Sell,45240,91.7,2154990,0.0412,
Hypnos Fund Limited,The Investment Trust of India Ltd.,HYPNOS FUND LIMITED,NSE,Block,Sell,45240,91.7,2154990,0.0412,
Hypnos Fund Limited,"Jindal Stainless Ltd.

Insider Trades",HYPNOS FUND LIMITED,NSE,Block,Sell,45226,455,1378000,0.0017,
Hypnos Fund Limited,"Jindal Stainless Ltd.

Insider Trades",HYPNOS FUND LIMITED,NSE,Block,Sell,45225,459,1700000,0.0021,
Hypnos Fund Limited,"Anant Raj Ltd.

10-year high",HYPNOS FUND LIMITED,NSE,Bulk,Sell,45210,229.76,2000000,0.0059,
Hypnos Fund Limited,Faze Three Ltd.,HYPNOS FUND LIMITED,BSE,Bulk,Sell,44356,105,500000,0.0206,
Hypnos Fund Limited,Southern Petrochemicals Industries Corporation Ltd.,HYPNOS FUND LIMITED,BSE,Bulk,Sell,43742,18.85,850000,0.0042,
Hypnos Fund Limited,"Ballarpur Industries Ltd.

High Loss High Volume",HYPNOS FUND LIMITED,BSE,Bulk,Purchase,43424,6.51,40000000,0.0309,
Hypnos Fund Limited,Perfect-Octave Media Projects Ltd.,HYPNOS FUND LIMITED,BSE,Bulk,Sell,43297,1.87,1579114,0.0455,
Hypnos Fund Limited,Kavveri Telecom Products Ltd.,HYPNOS FUND LIMITED,BSE,Bulk,Sell,43294,9.8,379000,0.0188,
Hypnos Fund Limited,Winsome Textile Industries Ltd.,HYPNOS FUND LIMITED,BSE,Bulk,Sell,43294,35,315000,0.0159,
Hypnos Fund Limited,Transpek Industry Ltd.,HYPNOS FUND LIMITED,BSE,Bulk,Purchase,43185,1239.73,109000,0.0195,
Hypnos Fund Limited,GHCL Ltd.,HYPNOS FUND LIMITED,BSE,Bulk,Purchase,43180,285.97,1666863,0.0174,
Hypnos Fund Limited,GHCL Ltd.,HYPNOS FUND LIMITED,NSE,Bulk,Purchase,43180,285.7,1433137,0.015,
Hypnos Fund Limited,Sintex Plastics Technology Ltd.,HYPNOS FUND LIMITED,NSE,Bulk,Sell,43096,81.01,3000000,0.0047,
Hypnos Fund Limited,The Investment Trust of India Ltd.,HYPNOS FUND LIMITED,BSE,Bulk,Purchase,42660,300.05,250000,0.0048,
Hypnos Fund Limited,The Investment Trust of India Ltd.,HYPNOS FUND LIMITED,BSE,Bulk,Purchase,42459,135,500000,0.0096,
Hypnos Fund Limited,Jyoti Ltd.,HYPNOS FUND LIMITED,BSE,Bulk,Sell,42334,73.43,820000,0.0355,
Hypnos Fund Limited,Ponni Sugars (Erode) Ltd.,HYPNOS FUND LIMITED,NSE,Bulk,Sell,42325,200.07,234794,0.0273,
Hypnos Fund Limited,"Dolphin Offshore Enterprises (India) Ltd.

10-year high",HYPNOS FUND LIMITED,NSE,Bulk,Sell,42027,154.9,126000,0.0031,
Hypnos Fund Limited,"Dolphin Offshore Enterprises (India) Ltd.

10-year high",HYPNOS FUND LIMITED,BSE,Bulk,Sell,42027,155,125000,0.0031,
Hypnos Fund Limited,"JMT Auto Ltd.

52 week low",HYPNOS FUND LIMITED,NSE,Bulk,Sell,41800,383.9,100000,0.0002,
Hypnos Fund Limited,"JMT Auto Ltd.

52 week low",HYPNOS FUND LIMITED,NSE,Bulk,Purchase,41536,106.5,348800,0.0007,
Hypnos Fund Limited,"JMT Auto Ltd.

52 week low",HYPNOS FUND LIMITED,BSE,Bulk,Purchase,41536,106.5,344785,0.0007,
Hypnos Fund Limited,"JMT Auto Ltd.

52 week low",HYPNOS FUND LIMITED,BSE,Bulk,Purchase,41534,105,350000,0.0007,
Hypnos Fund Limited,"JMT Auto Ltd.

52 week low",HYPNOS FUND LIMITED,NSE,Bulk,Purchase,41534,105,349995,0.0007,
Hypnos Fund Limited,"Dolphin Offshore Enterprises (India) Ltd.

10-year high",HYPNOS FUND LIMITED,NSE,Bulk,Purchase,41515,62,251000,0.0063,
Hypnos Fund Limited,Jyoti Ltd.,HYPNOS FUND LIMITED,BSE,Bulk,Purchase,41515,57.75,250000,0.0108,
Hypnos Fund Limited,Kavveri Telecom Products Ltd.,HYPNOS FUND LIMITED,BSE,Bulk,Purchase,41365,82,150000,0.0075,
Hypnos Fund Limited,Kavveri Telecom Products Ltd.,HYPNOS FUND LIMITED,NSE,Bulk,Purchase,41365,82,150000,0.0075,
Hypnos Fund Limited,"Ess Dee Aluminium Ltd.

10-year low",HYPNOS FUND LIMITED,NSE,Bulk,Purchase,41173,135,1200000,0.0374,
Vls Finance Ltd,ETT Ltd.,VLS FINANCE LTD.,BSE,Bulk,Purchase,45198,23.18,100000,0.0096,
Vls Finance Ltd,Yuken India Ltd.,VLS FINANCE LTD,NSE,Bulk,Sell,44999,462.41,99000,0.0076,
Vls Finance Ltd,"VLS Finance Ltd.

10-year high",VLS FINANCE LIMITED,NSE,Bulk,Purchase,44995,176.61,223025,0.0064,
Vls Finance Ltd,Yuken India Ltd.,VLS FINANCE LTD,NSE,Bulk,Purchase,44888,563.25,200000,0.0154,
Vls Finance Ltd,Lokesh Machines Ltd.,VLS FINANCE LTD,NSE,Bulk,Purchase,44783,97.78,100000,0.0054,
Vls Finance Ltd,KM Sugar Mills Ltd.,VLS FINANCE LTD,NSE,Bulk,Purchase,44565,31.23,460000,0.005,
Vls Finance Ltd,Relaxo Footwears Ltd.,VLS FINANCE LTD,NSE,Block,Purchase,44467,1151,110000,0.0004,
Vls Finance Ltd,Relaxo Footwears Ltd.,VLS FINANCE LTD,NSE,Block,Purchase,44466,1154,175000,0.0007,
Vls Finance Ltd,Relaxo Footwears Ltd.,VLS FINANCE LTD,NSE,Block,Purchase,44461,1155,170000,0.0007,
Vls Finance Ltd,Relaxo Footwears Ltd.,VLS FINANCE LTD,NSE,Block,Purchase,44455,1200,200000,0.0008,
Vls Finance Ltd,KM Sugar Mills Ltd.,VLS FINANCE LTD,NSE,Bulk,Purchase,44357,33.03,500000,0.0054,
Vls Finance Ltd,Aurum Proptech Ltd.,VLS FINANCE LTD,NSE,Bulk,Sell,44341,76.26,250000,0.0063,
Vls Finance Ltd,Dwarikesh Sugar Industries Ltd.,VLS FINANCE LTD,NSE,Bulk,Sell,44320,48.03,1200000,0.0064,
Vls Finance Ltd,Aurum Proptech Ltd.,VLS FINANCE LTD,NSE,Bulk,Purchase,44249,87.3,200000,0.005,
Vls Finance Ltd,Mawana Sugars Ltd.,VLS FINANCE LTD,NSE,Bulk,Sell,44237,30.04,196699,0.005,
Vls Finance Ltd,Aurum Proptech Ltd.,VLS FINANCE LTD,NSE,Bulk,Purchase,44236,55,500000,0.0126,
Vls Finance Ltd,Acewin Agriteck Ltd.,VLS FINANCE LTD.,BSE,Bulk,Sell,44236,10.66,96000,0.0094,
Vls Finance Ltd,Acewin Agriteck Ltd.,VLS FINANCE LTD.,BSE,Bulk,Sell,44232,12.66,57600,0.0056,
Vls Finance Ltd,Syncom Healthcare Ltd.,VLS FINANCE LTD.,BSE,Bulk,Sell,44231,3.12,500000,0.0125,
Vls Finance Ltd,Acewin Agriteck Ltd.,VLS FINANCE LTD.,BSE,Bulk,Purchase,44211,17.35,105600,0.0103,
Vls Finance Ltd,Bhandari Hosiery Exports Ltd.,VLS FINANCE LTD,NSE,Bulk,Purchase,44200,2.87,1500000,0.0092,
Vls Finance Ltd,Dr. Lalchandani Labs Ltd.,VLS FINANCE LTD.,BSE,Bulk,Sell,44180,13.25,24000,0.0055,
Vls Finance Ltd,"Neo Corp International Ltd.

5-year low",VLS FINANCE LTD.,BSE,Bulk,Purchase,42817,7.37,500000,0.0132,
Vls Finance Ltd,"Neo Corp International Ltd.

5-year low",VLS FINANCE LTD.,BSE,Block,Purchase,42817,7.37,500000,0.0132,
Vls Finance Ltd,Relaxo Footwears Ltd.,VLS FINANCE LTD,NSE,Bulk,Sell,42464,425,1770969,0.0071,
Vls Finance Ltd,Aditya Birla Chemicals (India) Limited,VLS FINANCE LTD,NSE,Bulk,Sell,42051,230.57,117000,-%,
Vls Finance Ltd,Aditya Birla Chemicals (India) Limited,VLS FINANCE LTD,NSE,Bulk,Sell,42048,231.64,208945,-%,
Vls Finance Ltd,Surya Roshni Ltd.,VLS FINANCE LTD,NSE,Bulk,Purchase,42024,138.78,381025,0.0035,
Vls Finance Ltd,Surya Roshni Ltd.,VLS FINANCE LTD,NSE,Bulk,Sell,42024,135.65,41025,0.0004,
Vls Finance Ltd,Surya Roshni Ltd.,VLS FINANCE LTD,NSE,Bulk,Purchase,42020,115.72,365685,0.0034,
Vls Finance Ltd,Nandan Denim Ltd.,VLS FINANCE LTD,NSE,Bulk,Sell,42011,72.71,685005,0.0048,
Vls Finance Ltd,Nandan Denim Ltd.,VLS FINANCE LIMITED,BSE,Bulk,Sell,42011,72.04,263995,0.0018,
Vls Finance Ltd,Leel Electricals Ltd.,VLS FINANCE LIMITED,NSE,Bulk,Sell,41912,158.75,212557,0.0053,
Vls Finance Ltd,Arvind Remedies Ltd.,VLS FINANCE LTD,NSE,Bulk,Sell,41898,50.94,650000,-%,
Vls Finance Ltd,Arvind Remedies Ltd.,VLS FINANCE LIMITED,BSE,Bulk,Sell,41898,51.07,350000,-%,
Vls Finance Ltd,Arvind Remedies Ltd.,VLS FINANCE LTD,NSE,Bulk,Purchase,41864,47.11,400000,-%,
Vls Finance Ltd,Arvind Remedies Ltd.,VLS FINANCE LTD,NSE,Bulk,Purchase,41863,41.02,401691,-%,
Vls Finance Ltd,Arvind Remedies Ltd.,VLS FINANCE LTD,NSE,Bulk,Sell,41863,41.4,1691,-%,
Vls Finance Ltd,Leel Electricals Ltd.,VLS FINANCE LIMITED,NSE,Bulk,Purchase,41859,156.41,214056,0.0053,
Vls Finance Ltd,Leel Electricals Ltd.,VLS FINANCE LTD,NSE,Bulk,Sell,41857,144,360000,0.0089,
Vls Finance Ltd,Leel Electricals Ltd.,VLS FINANCE LTD,NSE,Block,Sell,41857,144,360000,0.0089,
Vls Finance Ltd,"Neo Corp International Ltd.

5-year low",VLS FINANCE LTD,NSE,Bulk,Purchase,41799,16.65,197178,0.0052,
Vls Finance Ltd,Leel Electricals Ltd.,VLS FINANCE LTD,NSE,Bulk,Purchase,41792,104.97,201326,0.005,
Vls Finance Ltd,"Neo Corp International Ltd.

5-year low",VLS FINANCE LIMITED,BSE,Bulk,Purchase,41788,16.7,235000,0.0062,
Vls Finance Ltd,"Shilpi Cable Technologies Ltd.

5-year low",VLS FINANCE LTD,NSE,Bulk,Purchase,41780,31.96,299383,0.0027,
Vls Finance Ltd,Ceat Ltd.,VLS FINANCE LTD,NSE,Bulk,Sell,41733,403.11,235000,0.0058,
Vls Finance Ltd,Dishman Pharmaceuticals and Chemicals Limited,VLS FINANCE LTD,NSE,Bulk,Sell,41669,79.9,552645,-%,
Vls Finance Ltd,"Neo Corp International Ltd.

5-year low",VLS FINANCE LTD,NSE,Bulk,Purchase,41613,11.89,491190,0.0129,
Vls Finance Ltd,"Neo Corp International Ltd.

5-year low",VLS FINANCE LTD,NSE,Bulk,Purchase,41612,11.33,768436,0.0202,
Vls Finance Ltd,"Surana Industries Ltd.

10-year low",VLS FINANCE LTD.,NSE,Bulk,Purchase,41269,142.3,450000,0.0101,
Idbi Bank Limited,Sankhya Infotech Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,44748,6.28,462584,0.0095,
Idbi Bank Limited,Sankhya Infotech Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,44736,8.97,90684,0.0019,
Idbi Bank Limited,Jai Mata Glass Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,44655,0.49,1077993,0.0108,
Idbi Bank Limited,Jai Mata Glass Ltd.,IDBI BANK LTD - LONG TERM PORTFOLIO (CUSTODIAL TRADE ),BSE,Bulk,Sell,44655,0.47,1000000,0.01,
Idbi Bank Limited,Jai Mata Glass Ltd.,IDBI BANK LTD - LONG TERM PORTFOLIO (CUSTODIAL TRADE ),BSE,Bulk,Sell,44648,0.45,2000000,0.02,
Idbi Bank Limited,Jai Mata Glass Ltd.,IDBI BANK LTD - LONG TERM PORTFOLIO (CUSTODIAL TRADE ),BSE,Bulk,Sell,44641,0.47,668807,0.0067,
Idbi Bank Limited,Jai Mata Glass Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,44620,0.55,732273,0.0073,
Idbi Bank Limited,Jai Mata Glass Ltd.,IDBI BANK LTD - LONG TERM PORTFOLIO (CUSTODIAL TRADE ),BSE,Bulk,Sell,44571,0.45,1000000,0.01,
Idbi Bank Limited,Zicom Electronic Security Systems Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,44403,1.61,1031671,0.025,
Idbi Bank Limited,Zicom Electronic Security Systems Ltd.,IDBI BANK LIMITED,NSE,Bulk,Sell,44396,1.5,500000,0.0121,
Idbi Bank Limited,Zicom Electronic Security Systems Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,44396,1.54,500000,0.0121,
Idbi Bank Limited,Zicom Electronic Security Systems Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,44389,1.47,500000,0.0121,
Idbi Bank Limited,Zicom Electronic Security Systems Ltd.,IDBI BANK LIMITED,NSE,Bulk,Sell,44389,1.45,500000,0.0121,
Idbi Bank Limited,Zicom Electronic Security Systems Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,44382,1.4,800000,0.0194,
Idbi Bank Limited,Zicom Electronic Security Systems Ltd.,IDBI BANK LIMITED,NSE,Bulk,Sell,44382,1.4,400000,0.0097,
Idbi Bank Limited,Zicom Electronic Security Systems Ltd.,IDBI BANK LIMITED,NSE,Bulk,Sell,44375,1.35,500000,0.0121,
Idbi Bank Limited,Zicom Electronic Security Systems Ltd.,IDBI BANK LIMITED,NSE,Bulk,Sell,44368,1.3,500000,0.0121,
Idbi Bank Limited,Zicom Electronic Security Systems Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,44361,1.22,745000,0.0181,
Idbi Bank Limited,Zicom Electronic Security Systems Ltd.,IDBI BANK LIMITED,NSE,Bulk,Sell,44361,1.25,250000,0.0061,
Idbi Bank Limited,Zicom Electronic Security Systems Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,44354,1.14,349976,0.0085,
Idbi Bank Limited,"Quadrant Televentures Ltd.

52 week high",IDBI BANK LIMITED,BSE,Bulk,Sell,44264,0.21,3100000,0.0051,
Idbi Bank Limited,"Quadrant Televentures Ltd.

52 week high",IDBI BANK LIMITED,BSE,Bulk,Sell,44183,0.25,4000000,0.0065,
Idbi Bank Limited,"Quadrant Televentures Ltd.

52 week high",IDBI BANK LIMITED,BSE,Bulk,Sell,44182,0.24,5000000,0.0082,
Idbi Bank Limited,"Quadrant Televentures Ltd.

52 week high",IDBI BANK LIMITED,BSE,Bulk,Sell,44181,0.23,5500000,0.009,
Idbi Bank Limited,"Quadrant Televentures Ltd.

52 week high",IDBI BANK LIMITED,BSE,Bulk,Sell,44180,0.21,4000000,0.0065,
Idbi Bank Limited,"Quadrant Televentures Ltd.

52 week high",IDBI BANK LIMITED,BSE,Bulk,Sell,44179,0.21,4000000,0.0065,
Idbi Bank Limited,Galada Power & Telecommunications Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,44011,0.69,50000,0.0059,
Idbi Bank Limited,Galada Power & Telecommunications Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,44008,0.66,50000,0.0059,
Idbi Bank Limited,Galada Power & Telecommunications Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,44007,0.63,70731,0.0083,
Idbi Bank Limited,Galada Power & Telecommunications Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,44006,0.6,50000,0.0059,
Idbi Bank Limited,Galada Power & Telecommunications Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,44005,0.57,150000,0.0177,
Idbi Bank Limited,Galada Power & Telecommunications Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,44004,0.54,53253,0.0063,
Idbi Bank Limited,Galada Power & Telecommunications Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,44001,0.54,94372,0.0111,
Idbi Bank Limited,"Jindal Stainless Ltd.

Insider Trades",IDBI BANK LIMITED,NSE,Bulk,Sell,43839,38.65,3196930,0.0039,
Idbi Bank Limited,"Jindal Stainless Ltd.

Insider Trades",IDBI BANK LIMITED,NSE,Block,Sell,43839,38.65,3196930,0.0039,
Idbi Bank Limited,Venus Remedies Ltd.,IDBI BANK LIMITED,NSE,Bulk,Sell,43754,24.24,67159,0.005,
Idbi Bank Limited,"IVRCL Ltd.

10-year low",IDBI BANK LIMITED,NSE,Bulk,Sell,43595,0.4,13558615,0.0173,
Idbi Bank Limited,"IVRCL Ltd.

10-year low",IDBI BANK LIMITED,NSE,Bulk,Sell,43593,0.4,5000000,0.0064,
Idbi Bank Limited,Lloyds Engineering Works Ltd.,IDBI BANK LIMITED,NSE,Bulk,Sell,43588,0.5,7500000,0.0066,
Idbi Bank Limited,Lloyds Engineering Works Ltd.,IDBI BANK LIMITED,NSE,Bulk,Sell,43587,0.51,10858022,0.0095,
Idbi Bank Limited,Lloyds Engineering Works Ltd.,IDBI BANK LTD,NSE,Bulk,Sell,43580,0.62,7548636,0.0066,
Idbi Bank Limited,Lloyds Engineering Works Ltd.,IDBI BANK LIMITED,NSE,Bulk,Sell,43578,0.62,5144608,0.0045,
Idbi Bank Limited,Primo Chemicals Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,43186,36.83,205219,0.0008,
Idbi Bank Limited,Primo Chemicals Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,43178,36.4,525294,0.0022,
Idbi Bank Limited,Primo Chemicals Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,43166,30.7,800000,0.0033,
Idbi Bank Limited,Primo Chemicals Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,43165,29.25,520000,0.0021,
Idbi Bank Limited,Primo Chemicals Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,43164,27.9,312897,0.0013,
Idbi Bank Limited,Primo Chemicals Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,43159,25.35,965000,0.004,
Idbi Bank Limited,Primo Chemicals Ltd.,IDBI BANK LIMITED,BSE,Bulk,Sell,43158,23.98,150000,0.0006,
Idbi Bank Limited,Consolidated Construction Consortium Ltd.,IDBI BANK LIMITED,NSE,Bulk,Sell,43157,5.08,3548190,0.0089,
Central Bank Of India,Patel Integrated Logistics Ltd.,CENTRAL BANK OF INDIA (CAPITAL MARKET SERVICE BRANCH),NSE,Bulk,Sell,44195,31.09,130103,0.002,
Central Bank Of India,Patel Integrated Logistics Ltd.,CENTRAL BANK OF INDIA (CAPITAL MARKET SERVICE BRANCH),NSE,Bulk,Sell,44071,31.08,785500,0.0122,
Central Bank Of India,"Rolta India Ltd.

52 week high",CENTRAL BANK OF INDIA (CAPITAL MARKET SERVICE BRANCH),NSE,Bulk,Sell,43474,8.6,1697862,0.0102,
Central Bank Of India,"Rolta India Ltd.

52 week high",CENTRAL BANK OF INDIA (CAPITAL MARKET SERVICE BRANCH),NSE,Bulk,Sell,43460,8.88,970151,0.0058,
Central Bank Of India,"Rolta India Ltd.

52 week high",CENTRAL BANK OF INDIA (CAPITAL MARKET SERVICE BRANCH),NSE,Bulk,Sell,43454,9.11,2243227,0.0135,
Central Bank Of India,"Rolta India Ltd.

52 week high",CENTRAL BANK OF INDIA (CAPITAL MARKET SERVICE BRANCH),NSE,Bulk,Sell,43448,9.93,1165855,0.007,
Central Bank Of India,"Rolta India Ltd.

52 week high",CENTRAL BANK OF INDIA (CAPITAL MARKET SERVICE BRANCH),NSE,Bulk,Sell,43446,10.07,2000000,0.0121,
Central Bank Of India,"Sri Adhikari Brothers Television Network Ltd.

52 week high",CENTRAL BANK OF INDIA,NSE,Bulk,Sell,43063,14.49,600000,0.0172,
Central Bank Of India,"Sri Adhikari Brothers Television Network Ltd.

52 week high",CENTRAL BANK OF INDIA,NSE,Bulk,Sell,43034,37.37,450000,0.0129,
Central Bank Of India,SAB Events & Governance Now Media Ltd.,CENTRAL BANK OF INDIA,BSE,Bulk,Sell,43026,12.79,100000,0.0095,
Central Bank Of India,Tyroon Tea Company Ltd.,CENTRAL BANK OF INDIA,BSE,Bulk,Sell,41967,50.16,24225,0.0071,
Central Bank Of India,E-Land Apparel Ltd.,CENTRAL BANK OF INDIA,NSE,Bulk,Purchase,40388,45.2,200000,0.0042,
Platinum Asia Fund,Gujarat State Petronet Ltd.,PLATINUM INVESTMENT MANEGEMENT LIMITED A/C PLATINUM ASIA FUND,NSE,Bulk,Sell,43906,200.4,3168261,0.0056,
Platinum Asia Fund,IRB Infrastructure Developers Ltd.,PLATINUM INVESTMENT MANEGEMENT LIMITED A/C PLATINUM ASIA FUND,NSE,Bulk,Sell,43782,71.89,2431091,0.0004,
Platinum Asia Fund,Sobha Ltd.,PLATINUM ASIA FUND,NSE,Bulk,Sell,42965,385.01,1758158,0.0185,
Platinum Asia Fund,Sobha Ltd.,PLATINUM ASIA FUND,NSE,Bulk,Sell,42955,379,515397,0.0054,
Platinum Asia Fund,"Sintex Industries Ltd.

52 week low",PAM-A/C PLATINUM ASIA FUND,BSE,Bulk,Sell,42797,93.75,9094281,0.0152,
Platinum Asia Fund,"Housing Development & Infrastructure Ltd.

52 week high",PLATINUM INVESTMENT MNGT. LTD. A/C PLATINUM ASIA FUND,NSE,Bulk,Sell,42767,64.57,2601621,0.0055,
Platinum Asia Fund,"Housing Development & Infrastructure Ltd.

52 week high",PLATINUM ASIA FUND,NSE,Bulk,Sell,42439,71.8,2734697,0.0058,
Platinum Asia Fund,"Sintex Industries Ltd.

52 week low",PLATINUM INVESTMENT MANAGEMENT LTD A/C PLATINUM ASIA FUND,NSE,Bulk,Purchase,42062,114.77,2889233,0.0048,
Platinum Asia Fund,"Housing Development & Infrastructure Ltd.

52 week high",PLATINUM ASSET MANAGEMENT LIMITED A/C PLATINUM ASIA FUND,NSE,Bulk,Purchase,42019,72.51,2171435,0.0046,
Platinum Asia Fund,United Breweries (Holdings) Ltd.,PLATINUM INVESTMENT MANAGEMENT LTD A/C PLATINUM ASIA FUND,NSE,Bulk,Sell,41193,131.95,418077,-%,
Rajasthan Global Securities Private Limited,Fortis Malar Hospitals Ltd.,RAJASTHAN GLOBAL SECURITIES PRIVATE LIMITED,BSE,Bulk,Sell,45328,58.08,102033,0.0054,
Rajasthan Global Securities Private Limited,Medi Assist Healthcare Services Ltd.,RAJASTHAN GLOBAL SECURITIES PVT LTD,NSE,Bulk,Sell,45314,460,394999,0.0057,
Rajasthan Global Securities Private Limited,Sanghi Industries Ltd.,RAJASTHAN GLOBAL SECURITIES PVT LTD,NSE,Bulk,Purchase,45309,121,2215580,0.0086,
Rajasthan Global Securities Private Limited,Tourism Finance Corporation of India Ltd.,RAJASTHAN GLOBAL SECURITIES PVT LTD,NSE,Bulk,Sell,45306,148.43,8278725,0.0916,
Rajasthan Global Securities Private Limited,Tourism Finance Corporation of India Ltd.,RAJASTHAN GLOBAL SECURITIES PRIVATE LIMITED,NSE,Bulk,Sell,45306,140.29,4799900,0.0531,
Rajasthan Global Securities Private Limited,Tourism Finance Corporation of India Ltd.,RAJASTHAN GLOBAL SECURITIES PRIVATE LIMITED,NSE,Bulk,Sell,45306,143.21,1700000,0.0188,
Rajasthan Global Securities Private Limited,Shalimar Paints Ltd.,RAJASTHAN GLOBAL SECURITIES PVT LTD,NSE,Bulk,Purchase,45266,181.57,784021,0.0094,
Rajasthan Global Securities Private Limited,Shalimar Paints Ltd.,RAJASTHAN GLOBAL SECURITIES PVT LTD,NSE,Bulk,Sell,45266,195,34331,0.0004,
Rajasthan Global Securities Private Limited,"Inspire Films Ltd.

10-year low High Loss High Volume",RAJASTHAN GLOBAL SECURITIES PVT LTD,NSE,Bulk,Sell,45237,67.86,98000,0.0072,
Rajasthan Global Securities Private Limited,Transteel Seating Technologies Ltd.,RAJASTHAN GLOBAL SECURITIES PVT LTD,NSE,Bulk,Sell,45236,88.9,200000,0.0099,
Rajasthan Global Securities Private Limited,Rajgor Castor Derivatives Ltd.,RAJASTHAN GLOBAL SECURITIES PVT LTD,NSE,Bulk,Sell,45230,59,198000,0.0083,
Rajasthan Global Securities Private Limited,Shalimar Paints Ltd.,RAJASTHAN GLOBAL SECURITIES PVT LTD,NSE,Bulk,Purchase,45211,168.72,2285436,0.0273,
Rajasthan Global Securities Private Limited,Shalimar Paints Ltd.,RAJASTHAN GLOBAL SECURITIES PVT LTD,NSE,Bulk,Sell,45211,181,50000,0.0006,
Rajasthan Global Securities Private Limited,"Cupid Ltd.

10-year high",RAJASTHAN GLOBAL SECURITIES PVT LTD,NSE,Bulk,Sell,45211,457.06,115043,0.0086,
Rajasthan Global Securities Private Limited,Vishnusurya Projects And Infra Ltd.,RAJASTHAN GLOBAL SECURITIES PVT LTD,NSE,Bulk,Sell,45209,73,172000,0.007,
Rajasthan Global Securities Private Limited,Kody Technolab Ltd.,RAJASTHAN GLOBAL SECURITIES PVT LTD,NSE,Bulk,Sell,45196,170,35200,0.0055,
